,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
275,68496,Q5628246,P800,Q338430,P175,Q185654,H. G. Peter,Wonder Woman,Gal Gadot,['Harry George Peter'],"['Princess Diana', 'Wonder Women', 'Diana Prince']","['Gal Gadot', 'Gal Gadot-Varsano']",human,notable work,film character,performer,human,24.0,2319.0,6321.0,the most notable work of {},the performer of {},the performer of the most notable work of H. G. Peter is,True,True,False,False,False
272,68501,Q1388010,P800,Q338430,P175,Q185654,William Moulton Marston,Wonder Woman,Gal Gadot,"['William Marston', 'Charles Moulton']","['Princess Diana', 'Wonder Women', 'Diana Prince']","['Gal Gadot', 'Gal Gadot-Varsano']",human,notable work,film character,performer,human,411.0,2319.0,6321.0,the most notable work of {},the performer of {},the performer of the most notable work of William Moulton Marston is,True,True,False,False,False
273,68512,Q2009797,P800,Q180704,P495,Q30,Larry Lieber,Iron Man,United States of America,"['Lawrence D. ""Larry"" Lieber', 'Lawrence D. Lieber']","['Tony Stark', 'The Invincible Iron Man', 'Anthony Stark', 'Anthony Edward ""Tony"" Stark', 'Anthony Edward Stark']","['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",human,notable work,film character,country of origin,country,80.0,2762.0,43712.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Larry Lieber is,True,True,False,False,False
277,68559,Q29206374,P22,Q1764242,P175,Q44467,Henry Turner,Will Turner,Orlando Bloom,['Young Will Turner'],"['William Turner', 'William Turner Jr.']","['Orlando Jonathan Blanchard Copeland Bloom', 'Orlando Jonathan Bloom']",film character,father,film character,performer,human,0.0,627.0,7870.0,the father of {},the performer of {},the performer of the father of Henry Turner is,True,True,False,False,False
274,68581,Q26761640,P26,Q24022457,P175,Q58592,Zemo's Wife,Zemo,Daniel Brühl,['Mrs. Zemo'],['Baron Zemo'],['Daniel César Martín Brühl González'],film character,spouse,film character,performer,human,0.0,0.0,2044.0,the spouse of {},the performer of {},the performer of the spouse of Zemo's Wife is,True,True,False,False,False
391,68660,Q1765222,P50,Q448,P26,Q15078893,Supplément au voyage de Bougainville,Denis Diderot,Anne-Antoinette Diderot,['Supplement au voyage de Bougainville'],['Diderot'],['Anne-Antoinette Champion'],literary work,author,human,spouse,human,8.0,445.0,4.0,the author of {},the spouse of {},the spouse of the author of Supplément au voyage de Bougainville is,True,True,False,False,False
362,68898,Q62056,P22,Q2677,P22,Q58600,Prince Eitel Friedrich of Prussia,Wilhelm II,"Frederick III, German Emperor","['Eitel Friedrich', 'Prince Wilhelm Eitel Friedrich Christian Karl of Prussia', 'Wilhelm Eitel-Friedrich Christian Karl Prinz von Preußen']","['Frederick William Victor Albert of Prussia', 'Friedrich Wilhelm Emperor William II', 'Friedrich Wilhelm Viktor Albert von Hohenzollern', 'Friedrich Wilhelm Viktor Albrecht von Preußen', 'German Emperor Wilhelm II', 'Kaiser Wilhelm II', 'Wilhelm II of Germany', 'Wilhelm II, German Emperor', 'Wilhelm II.', 'William II']","['Frederick III', 'Crown Prince of Prussia Friedrich Wilhelm', 'Deutscher Kaiser und König von Preußen Friedrich III.', ""empereur d'Allemagne Frédéric III"", 'Friedrich III', 'Friedrich III of Germany', 'Friedrich Wilhelm Nikolaus Karl', 'German Emperor Frederick III', 'German Emperor Friedrich III', 'Kaiser des Deutschen Reichs Friedrich III', 'Kaiser Friedrich Deutsches Reich', 'keizer van Duitsland Friedrich III', 'King of Prussia and Emperor of Germany Frederick III', 'Kronprinz Friedrich Wilhelm']",human,father,human,father,human,63.0,3608.0,1324.0,the father of {},the father of {},the father of the father of Prince Eitel Friedrich of Prussia is,True,True,False,False,False
369,70167,Q712502,P22,Q7771,P22,Q311637,"Henri d'Orléans, Duke of Aumale",Louis-Philippe I,"Louis Philippe II, Duke of Orléans","[""Henri d'Orléans"", ""Duc d'Aumale"", ""Henri d'Orléans Aumale duc d'"", ""Henri d'Orléans, duc d' Aumale"", ""Henri d'Orléans, duc D'Aumale"", ""Henri-Eugène-Philippe-Louis d'Orléans, duc d' Aumale"", ""Henri, duc d' D'Orléans Aumale"", ""Herzog von Aumale Henri Eugène Philippe Louis d'Orléans""]","['Louis Philippe I', 'Louis Philippe, King of the French', 'Louis-Philippe, Duke of Orleans', 'Louis Philippe', 'Citizen King', 'King of the French Louis Philippe', 'King of the French Louis-Philippe']","[""Louis-Philippe d'Orléans"", ""duc d'Orléans Louis Philippe Joseph"", ""Duc d'Orléans Louis-Philippe-Joseph"", ""Louis Philippe Egalite, Duc d' Orleans"", 'Louis Philippe Egalite, Duc de Orleans', ""Louis Philippe Joseph d'Orléans, duc de Chartres"", 'Louis Philippe Joseph Orleans', ""Louis Philippe Joseph, Duc d' Orleans"", ""Louis Philippe Joseph, duc d' Orléans"", ""Louis Philippe Joseph, duc d'Orléans"", ""Louis Philippe Joseph, duc D'Orléans"", 'Louis Philippe Joseph, Duc de Orleans', 'Louis-Philippe Joseph, Duke of Orleans', ""Louis-Philippe-Egalite, Duc d' Orleans"", ""Louis-Philippe-Joseph d' Orléans"", ""Louis-Philippe-Joseph Orléans Duc d'"", ""Louis-Philippe-Joseph, Duc d' Orléans"", 'Philippe Egalite', 'Philippe Egalité', 'Philippe Égalité', ""Philippe, duc d' Orléans""]",human,father,human,father,human,46.0,1830.0,419.0,the father of {},the father of {},"the father of the father of Henri d'Orléans, Duke of Aumale is",True,True,False,False,False
383,70309,Q183105,P22,Q8016,P22,Q314773,Randolph Churchill,Winston Churchill,Lord Randolph Churchill,"['Hon. Randolph Churchill', 'Randolph Frederick Edward Spencer-Churchill']","['David Winter', 'Mr Green', 'Charles Maurin', 'Winston Spencer Churchill', 'Sir Winston Churchill', 'Colonel Warden', 'Sir Leonard Spencer', 'Sir Winston Leonard Spencer Churchill', 'Sir Winston Spencer Churchill', 'The Honourable Sir Winston Spencer Churchill', 'The Right Honourable Sir Winston Churchill', 'The Right Honourable Sir Winston Leonard Spencer Churchill', 'The Right Honourable Sir Winston Spencer Churchill', 'Winston Leonard Spencer Churchill']","['Randolph Churchill', 'Randolph Spencer-Churchill', 'Lord Randolph Henry Spencer-Churchill', 'Lord Randolph Spencer-Churchill', 'Randolph Henry Spencer-Churchill']",human,father,human,father,human,961.0,12424.0,614.0,the father of {},the father of {},the father of the father of Randolph Churchill is,True,True,False,False,False
352,70312,Q300441,P50,Q8016,P22,Q314773,A History of the English-Speaking Peoples,Winston Churchill,Lord Randolph Churchill,"['A History of the English Speaking Peoples', 'History of the English Speaking Peoples', 'History of the English-Speaking Peoples', 'A history of the English-speaking peoples.']","['David Winter', 'Mr Green', 'Charles Maurin', 'Winston Spencer Churchill', 'Sir Winston Churchill', 'Colonel Warden', 'Sir Leonard Spencer', 'Sir Winston Leonard Spencer Churchill', 'Sir Winston Spencer Churchill', 'The Honourable Sir Winston Spencer Churchill', 'The Right Honourable Sir Winston Churchill', 'The Right Honourable Sir Winston Leonard Spencer Churchill', 'The Right Honourable Sir Winston Spencer Churchill', 'Winston Leonard Spencer Churchill']","['Randolph Churchill', 'Randolph Spencer-Churchill', 'Lord Randolph Henry Spencer-Churchill', 'Lord Randolph Spencer-Churchill', 'Randolph Henry Spencer-Churchill']",literary work,author,human,father,human,74.0,12424.0,614.0,the author of {},the father of {},the father of the author of A History of the English-Speaking Peoples is,True,True,False,False,False
385,70383,Q4894291,P22,Q8027,P25,Q1110336,Bernice King,Martin Luther King Jr.,Alberta Williams King,"['Bernice Albertine King', 'Bernice A. King']","['MLK', 'Michael King', 'Martin Luther King', 'Martin Luther King, Jr.', 'Dr. King', 'M.L. King', 'Martin Luther, Jr. King', 'Michael King Jr.']",['Alberta Christine Williams King'],human,father,human,mother,human,727.0,11814.0,545.0,the father of {},the mother of {},the mother of the father of Bernice King is,True,True,False,False,False
390,70489,Q242267,P22,Q8423,P22,Q299428,Bardiya,Cyrus the Great,Cambyses I,['Gaumata'],"['Cyrus', 'Cyrus II', 'Cyrus II of Persia', 'Cyrus II the Elder', 'Cyrus the Elder', 'Kabir Kurushi', 'King Cyrus', 'King Cyrus the Great', 'King of Persia Cyrus', 'King of Persia Cyrus II', 'King of Persia Cyrus the Great', 'King of Persia Kyros', 'King of Persia Siroe', 'Kurosh']",['Cambyses 01'],human,father,human,father,human,298.0,3572.0,145.0,the father of {},the father of {},the father of the father of Bardiya is,True,True,False,False,False
348,71055,Q42034,P26,Q9458,P25,Q257935,Khadija bint Khuwaylid,Muhammad,Aminah,"['Kadijah', 'Khadīja al-Kubra', 'Khadija the Great', 'Khadījah ibnat Khuwaylid']","[""Abu al-Qasim ibn 'Abd Allah ibn 'Abd al-Muttalib ibn Hashim"", ""Abu'l-Qasim"", 'Ahmad', 'Mahomet', 'Mohammad', 'Mohammed', 'Muhammad ibn Abdullah', 'Muhammed', 'Prophet Muhammad', 'Seal of the Prophets', 'Servant of Allah', 'The Messenger', 'The Prophet']","['Amina daughter of Wahb', 'Āmina ibnat Wahb b. ‘Abd Manāf b. Zahra b. Kilāb b. Murra b. Ka‘b b. Lu’ayy b. Ghālib umm al-nabī ‚allā Allāh ‘alayh wa-sallam', 'Aminah bint Wahab', 'Āminah bint wahab Aljohomi Alyamani']",human,spouse,human,mother,human,1922.0,16878.0,494.0,the spouse of {},the mother of {},the mother of the spouse of Khadija bint Khuwaylid is,True,True,False,False,False
378,72311,Q979387,P25,Q12003,P22,Q108856869,Chaz Bono,Cher,John Sarkisian,"['Chastity Sun Bono', 'Chaz Bono', 'Chaz Salvatore Bono']","['Cleo', 'Bonnie Jo Mason', 'Chér', 'Cher Bono', 'Cherilyn Sarkisian', 'Cherilyn Sarkisian LaPiere', 'Cheryl LaPiere', 'Cherilyn Sarkisian La Piere Bono', 'Cherilyn Sarkisian La Piere Bono Allman']",['John Paul Sarkisian'],human,mother,human,father,human,3210.0,15095.0,0.0,the mother of {},the father of {},the father of the mother of Chaz Bono is,True,True,False,False,False
99,72888,Q52937,P27,Q34,P35,Q45068,Christina of Sweden,Sweden,Carl XVI Gustaf of Sweden,"['Christina', 'Queen of Sweden Christiana', 'Queen of Sweden Christina', 'Queen of Sweden Christina Alessandra', 'Queen of Sweden Christina Alexandra', 'Queen of Sweden Christina Augusta', 'Queen of Sweden Christine', 'Queen of Sweden Kristiina', 'Queen of Sweden Kristina']","['se', 'SWE', 'Sverige', 'SE', 'Kingdom of Sweden', 'Konungariket Sverige', '🇸🇪']","['Carl Gustaf of Sweden', 'Carl Gustav XVI', 'Carl XVI Gustaf', 'Carl XVI Gustav', 'Carl XVI Gustav of Sweden', 'King Carl XVI Gustaf']",human,country of citizenship,country,head of state,human,1139.0,8214.0,1548.0,the country of citizenship of {},the head of state of {},the head of state of the country of citizenship of Christina of Sweden is,True,True,False,False,False
116,72906,Q53642,P27,Q34,P35,Q45068,Carl Gustaf Ekman,Sweden,Carl XVI Gustaf of Sweden,['C. G. Ekman'],"['se', 'SWE', 'Sverige', 'SE', 'Kingdom of Sweden', 'Konungariket Sverige', '🇸🇪']","['Carl Gustaf of Sweden', 'Carl Gustav XVI', 'Carl XVI Gustaf', 'Carl XVI Gustav', 'Carl XVI Gustav of Sweden', 'King Carl XVI Gustaf']",human,country of citizenship,country,head of state,human,8.0,8214.0,1548.0,the country of citizenship of {},the head of state of {},the head of state of the country of citizenship of Carl Gustaf Ekman is,True,True,False,False,False
122,72941,Q76639,P27,Q34,P35,Q45068,Philip Johan von Strahlenberg,Sweden,Carl XVI Gustaf of Sweden,['Philipp Johann von Strahlenberg'],"['se', 'SWE', 'Sverige', 'SE', 'Kingdom of Sweden', 'Konungariket Sverige', '🇸🇪']","['Carl Gustaf of Sweden', 'Carl Gustav XVI', 'Carl XVI Gustaf', 'Carl XVI Gustav', 'Carl XVI Gustav of Sweden', 'King Carl XVI Gustaf']",human,country of citizenship,country,head of state,human,17.0,8214.0,1548.0,the country of citizenship of {},the head of state of {},the head of state of the country of citizenship of Philip Johan von Strahlenberg is,True,True,False,False,False
130,74068,Q101871,P27,Q408,P36,Q3114,Dymphna Cusack,Australia,Canberra,['Ellen Dymphna Cusack'],"['Down Under', 'New Holland', 'Stria', 'au', 'AUS', 'Commonwealth of Australia', 'Ꜷ', 'Aussieland', 'Straya', 'Oz', 'AU', 'New Hollandia', 'Stralia', 'Nova Hollandia']","['Canberra, Australia', 'Canberra, Australian Capital Territory']",human,country of citizenship,country,capital,city,9.0,16540.0,2549.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Dymphna Cusack is,True,True,False,False,False
86,75295,Q835370,P159,Q172,P112,Q561352,Yamana Gold,Toronto,John Graves Simcoe,['Yamana Gold Inc.'],"['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,38.0,5247.0,176.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Yamana Gold is,True,True,False,False,False
72,75368,Q4820471,P159,Q36091,P112,Q2372191,1517 Media,Minneapolis,John H. Stevens,"['Augsburg Fortress', 'Fortress Press']","['Minneapolis, Minnesota', 'Minneapolis, MN']","['John Stevens', 'John Harrington Stevens']",book publisher,headquarters location,city,founded by,human,17.0,2274.0,5.0,the headquarters location of {},the founder of {},the founder of the headquarters location of 1517 Media is,True,True,False,False,False
591,75417,Q4853395,P175,Q40586,P264,Q1849138,Bamboléo,Gipsy Kings,Nonesuch Records,['Bamboleo'],"['Djobi Djoba', 'Gypsy Kings', 'The Gipsy Kings']","['Nonesuch', 'LC 00286', 'LC 0286']",musical work/composition,performer,musical group,record label,record label,215.0,998.0,144.0,the performer of {},the record label of {},the record label of the performer of Bamboléo is,True,True,False,False,False
600,75418,Q4853395,P175,Q40586,P495,Q142,Bamboléo,Gipsy Kings,France,['Bamboleo'],"['Djobi Djoba', 'Gypsy Kings', 'The Gipsy Kings']","['French Republic', 'FRA', 'fr', 'FR', 'Republic of France', 'the Hexagon']",musical work/composition,performer,musical group,country of origin,country,215.0,998.0,12761.0,the performer of {},the country of origin of {},the country of origin of the performer of Bamboléo is,True,True,False,False,False
771,75474,Q73463,P264,Q27184,P112,Q1101884,Miguel,Jive Records,Clive Calder,"['Miguel Jontel Pimentel', 'Miguel Pimentel']",['Jive'],['Clive Ian Calder'],human,record label,record label,founded by,human,754.0,330.0,124.0,the record label of {},the founder of {},the founder of the record label of Miguel is,True,True,False,False,False
755,75489,Q232085,P264,Q27184,P112,Q1101884,Lil Mama,Jive Records,Clive Calder,['Niatia Jessica Kirkland'],['Jive'],['Clive Ian Calder'],human,record label,record label,founded by,human,675.0,330.0,124.0,the record label of {},the founder of {},the founder of the record label of Lil Mama is,True,True,False,False,False
777,75598,Q21088,P264,Q231694,P112,Q718427,Zedd,Interscope Records,Jimmy Iovine,['Anton Zaslavski'],['Interscope'],['James Iovine'],human,record label,record label,founded by,human,842.0,1856.0,1542.0,the record label of {},the founder of {},the founder of the record label of Zedd is,True,True,False,False,False
765,75764,Q465296,P264,Q375229,P159,Q84,Beth Orton,Heavenly Recordings,London,['Elizabeth Caroline Orton'],['Heavenly Records'],"['Augusta', 'Lond.', 'Londinium', 'London, United Kingdom', 'Lunden', 'Greater London', 'London, England', 'LDN', 'Big Smoke', 'London U.K.', 'London UK', 'London, UK', 'Londinio', 'Trinovantum', 'Kaerlud', 'Karelundein', 'Llan Dian', 'Llyn Dain', 'Loñ', 'Lon.', 'Loñ.', 'Londini', 'Londiniensium', 'Londinion', 'Loniniensi', 'Lundenburgh', 'Lundenburh', 'Lundenwic', 'the Big Smoke']",human,record label,record label,headquarters location,city,232.0,27.0,11213.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Beth Orton is,True,True,False,False,False
790,75780,Q464874,P264,Q385558,P159,Q84,Métal Urbain,Rough Trade,London,['Metal Urbain'],['Rough Trade Records'],"['Augusta', 'Lond.', 'Londinium', 'London, United Kingdom', 'Lunden', 'Greater London', 'London, England', 'LDN', 'Big Smoke', 'London U.K.', 'London UK', 'London, UK', 'Londinio', 'Trinovantum', 'Kaerlud', 'Karelundein', 'Llan Dian', 'Llyn Dain', 'Loñ', 'Lon.', 'Loñ.', 'Londini', 'Londiniensium', 'Londinion', 'Loniniensi', 'Lundenburgh', 'Lundenburh', 'Lundenwic', 'the Big Smoke']",musical group,record label,record label,headquarters location,city,8.0,236.0,11213.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Métal Urbain is,True,True,False,False,False
789,75790,Q28004,P264,Q389284,P127,Q6078,'Till I Collapse,Aftermath Entertainment,Dr. Dre,['Till I Collapse'],['Aftermath'],"['The Mechanic', 'Andre Romelle Young', 'Brickhard']",musical work/composition,record label,record label,owned by,human,167.0,1013.0,7216.0,the record label of {},the owner of {},the owner of the record label of 'Till I Collapse is,True,True,False,False,False
761,75977,Q1164663,P264,Q543391,P112,Q956426,Danny Kirwan,DJM Records,Dick James,['Daniel David Kirwan'],['Dick James Music'],"['Reginald Leon Isaac Vapnick', 'Isaac Vapnik', 'Leon Isaac Vapnick']",human,record label,record label,founded by,human,414.0,20.0,96.0,the record label of {},the founder of {},the founder of the record label of Danny Kirwan is,True,True,False,False,False
779,76084,Q7959046,P264,Q679007,P159,Q1297,Wade Flemons,Vee-Jay Records,Chicago,['Wade Herbert Flemons'],['Vee Jay Records'],"['Chi-Raq', 'Chi-Town', 'Chicago, IL', 'Chicago, Illinois', 'Chitown', 'City by the Lake', 'City of Broad Shoulders', 'City of Chicago', 'The Queen of the West', 'The Second City', 'The Windy City']",human,record label,record label,headquarters location,city,51.0,67.0,7124.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Wade Flemons is,True,True,False,False,False
764,76177,Q932240,P264,Q874433,P159,Q1490,Kyōsuke Himuro,Warner Music Japan,Tokyo,"['Himuro Kyōsuke', 'Kyosuke Himuro', 'Kyousuke Himuro']","['Warner Bros.-Pioneer', 'Warner-Pioneer']","['Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to', 'Tokio', 'Tokyo, Japan', 'Tokei']",human,record label,record label,headquarters location,city,34.0,17.0,7592.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Kyōsuke Himuro is,True,True,False,False,False
791,76339,Q7721946,P264,Q1183770,P112,Q4932987,The Centurians,Del-Fi,Bob Keane,['The Centurions'],['Del-Fi Records'],"['Bob Keene', 'Bobby Keene', 'Robert Verrill Kuhn']",musical group,record label,record label,founded by,human,20.0,19.0,60.0,the record label of {},the founder of {},the founder of the record label of The Centurians is,True,True,False,False,False
784,76340,Q15463033,P264,Q1183770,P112,Q4932987,Chan Romero,Del-Fi,Bob Keane,['Robert Lee Romero'],['Del-Fi Records'],"['Bob Keene', 'Bobby Keene', 'Robert Verrill Kuhn']",human,record label,record label,founded by,human,22.0,19.0,60.0,the record label of {},the founder of {},the founder of the record label of Chan Romero is,True,True,False,False,False
760,76804,Q885224,P264,Q2427366,P159,Q64,Bloodred Hourglass,Out of Line Music,Berlin,['BRHG'],"['Out of Line', 'Out Of Line']","['Berlin, Germany', 'Berlin (Germany)', 'DE-BE']",musical group,record label,record label,headquarters location,city,0.0,9.0,4764.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Bloodred Hourglass is,True,True,False,False,False
529,76978,Q500773,P1441,Q8269,P50,Q81731,Lady Rokujō,The Tale of Genji,Murasaki Shikibu,"['Lady Rokujo', 'Rokujō miyasudokoro', 'Rokujō no miyasudokoro', 'Rokujō no miyasundokoro']","['El relato de Genji', 'Genji Monogatari', 'Genjimonogatari', 'Genzi Monogatari', 'Princess Aoi', 'Tale of Genji', 'The Tale of Genzi']",['Lady Murasaki'],literary character,present in work,literary work,author,human,19.0,1079.0,451.0,the work that features {},the author of {},the author of the work that features Lady Rokujō is,True,True,False,False,False
547,76979,Q837256,P1441,Q8269,P50,Q81731,Lady Fujitsubo,The Tale of Genji,Murasaki Shikibu,"['Fujitsubo', 'Fujitsubo Chūgū']","['El relato de Genji', 'Genji Monogatari', 'Genjimonogatari', 'Genzi Monogatari', 'Princess Aoi', 'Tale of Genji', 'The Tale of Genzi']",['Lady Murasaki'],literary character,present in work,literary work,author,human,17.0,1079.0,451.0,the work that features {},the author of {},the author of the work that features Lady Fujitsubo is,True,True,False,False,False
512,77033,Q30875,P800,Q82464,P495,Q145,Oscar Wilde,The Picture of Dorian Gray,United Kingdom,"[""Oscar Fingal O'Flahertie Wills Wilde"", ""Oscar O'Flahertie Wills Wilde"", ""Oscar Fingal O'Fflahertie Wills Wilde"", ""Oscar O'Fflahertie Wills Wilde""]",['Picture of Dorian Gray'],"['G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.', 'Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland']",human,notable work,literary work,country of origin,country,5747.0,3332.0,22735.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Oscar Wilde is,True,True,False,False,False
514,77039,Q1364808,P800,Q130295,P50,Q207544,William Wallace Denslow,The Wonderful Wizard of Oz,L. Frank Baum,"['W. W. Denslow', 'Wm. W. Denslow', 'Wᵐ. W. Denslow']",['The Wizard of Oz'],"['Capt. Hugh Fitzgerald', 'Captain Hugh Fitzgerald', 'Dugout', 'Edith Van Dyne', 'Floyd Akers', 'George Brooks', 'John Estes Cooke', 'Laura Bancroft', 'Louis F. Baum', 'Lyman Frank Baum', 'Pete', 'Schuyler Staunton', 'Suzanne Metcalf']",human,notable work,literary work,author,human,33.0,1539.0,912.0,the most notable work of {},the author of {},the author of the most notable work of William Wallace Denslow is,True,True,False,False,False
540,77067,Q60959,P800,Q208556,P50,Q61019,Jacob Sprenger,Malleus Maleficarum,Heinrich Kramer,"['Jakob Sprenger', 'James Spenger']",['Hammer of Witches'],"['Heinrich Institoris', 'Henricus Institor']",human,notable work,literary work,author,human,13.0,767.0,98.0,the most notable work of {},the author of {},the author of the most notable work of Jacob Sprenger is,True,True,False,False,False
545,77077,Q1219196,P1441,Q246732,P50,Q47180,Trimalchio,Satyricon,Petronius,['Gaius Pompeius Trimalchio Maecenatianus'],['Petr.'],"['Publius Petronius Niger', 'Gaius Petronius Arbiter', 'Titus Petronius Niger', 'Petronius Arbiter']",literary character,present in work,literary work,author,human,114.0,392.0,210.0,the work that features {},the author of {},the author of the work that features Trimalchio is,True,True,False,False,False
524,77078,Q12899758,P1441,Q246732,P50,Q47180,Encolpius,Satyricon,Petronius,['Encolp'],['Petr.'],"['Publius Petronius Niger', 'Gaius Petronius Arbiter', 'Titus Petronius Niger', 'Petronius Arbiter']",literary character,present in work,literary work,author,human,0.0,392.0,210.0,the work that features {},the author of {},the author of the work that features Encolpius is,True,True,False,False,False
521,77079,Q108206,P800,Q268211,P495,Q21,John Bunyan,The Pilgrim's Progress,England,['Joannes Bunyan'],"[""Pilgrim's Progress"", 'The Pilgrim’s Progress from This World to That Which is to Come']",['ENG'],human,notable work,literary work,country of origin,country,504.0,1107.0,9203.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of John Bunyan is,True,True,False,False,False
531,77083,Q44853,P1441,Q279486,P50,Q152513,Hiawatha,The Song of Hiawatha,Henry Wadsworth Longfellow,"['Aiionwatha', 'Ayenwathaaa', ""Haiëñ'wa'tha""]",['Song of Hiawatha'],"['Longfellow', 'H. W. Longfellow', 'Henry W. Longfellow']",human,present in work,literary work,author,human,342.0,278.0,688.0,the work that features {},the author of {},the author of the work that features Hiawatha is,True,True,False,False,False
519,77093,Q37577,P800,Q371558,P495,Q39,John Calvin,Institutes of the Christian Religion,Switzerland,"['Calvin', 'Jean Calvin', 'Jehan Cauvin', 'Cauvin', 'Johannes Calvinus', 'Ioannes Calvinus']","[""Calvin's Institutes"", 'Institutio Christianae Religionis']","['Swiss', 'Swiss Confederation', 'CH', 'CHE', 'SUI', 'Confoederatio Helvetica']",human,notable work,literary work,country of origin,country,1739.0,91.0,11083.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of John Calvin is,True,True,False,False,False
511,77096,Q749714,P800,Q430004,P123,Q1567078,William P. Young,The Shack,Hachette Book Group,"['William Young', 'William Paul Young']",['The Shack of William'],"['Twelve', 'HBG', 'Hachette Book Group USA', 'hachettebookgroup.com']",human,notable work,literary work,publisher,book publisher,78.0,157.0,126.0,the most notable work of {},the publisher of {},the publisher of the most notable work of William P. Young is,True,True,False,False,False
532,77121,Q2206150,P1441,Q477831,P50,Q9204,Polly Plummer,The Magician's Nephew,C. S. Lewis,['Lady Polly'],"['The Chronicles of Narnia, book 1 (late reissue)', 'The Chronicles of Narnia, book 6', ""Magician's Nephew""]","['Clive Lewis', 'Clive Hamilton', 'C.S. Lewis', 'Clive Staples Lewis', 'CS Lewis', 'N. W. Clerk']",literary character,present in work,literary work,author,human,32.0,544.0,4768.0,the work that features {},the author of {},the author of the work that features Polly Plummer is,True,True,False,False,False
210,77373,Q445017,P800,Q179215,P57,Q8877,Ke Huy Quan,Indiana Jones and the Temple of Doom,Steven Spielberg,"['Jonathan Ke Quan', 'Jonathan Luke Ke Huy Quan']",['Temple of Doom'],"['Steven Allan Spielberg', 'Spielberg']",human,notable work,film,director,human,4401.0,1978.0,9513.0,the most notable work of {},the director of {},the director of the most notable work of Ke Huy Quan is,True,True,False,False,False
221,77443,Q230710,P800,Q188845,P495,Q30,Valeria Golino,Rain Man,United States of America,['Valéria Golino'],['Rainman'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",human,notable work,film,country of origin,country,3257.0,3056.0,44050.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Valeria Golino is,True,True,False,False,False
211,77530,Q6680423,P800,Q196936,P57,Q51519,Loren Singer,The Parallax View,Alan J. Pakula,['Loren Adelson Singer'],['Parallax View'],"['Alan Jay Pakula', 'Alan Pakula']",human,notable work,film,director,human,17.0,532.0,384.0,the most notable work of {},the director of {},the director of the most notable work of Loren Singer is,True,True,False,False,False
238,77533,Q6680423,P800,Q196936,P58,Q2396324,Loren Singer,The Parallax View,David Giler,['Loren Adelson Singer'],['Parallax View'],['David Kevin Giler'],human,notable work,film,screenwriter,human,17.0,532.0,90.0,the most notable work of {},the screenwriter of {},the screenwriter of the most notable work of Loren Singer is,True,True,False,False,False
